c1,Ki_1,c2,Ki_2,tid
CCC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,1,Cc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,387,10260
CCC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,1,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,10260
CCC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,1,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SC1CCCCC1C)c1ccc(NS(C)(=O)=O)c(F)c1,1.9,Cc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,387,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SC1CCCCC1C)c1ccc(NS(C)(=O)=O)c(F)c1,1.9,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,10260
CC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.5,Cc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,387,10260
CC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,10260
CC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.5,COc1cc(OC)cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)c1,58,10260
CC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccccc1F)c1ccc(NS(C)(=O)=O)c(F)c1,63.3,10260
CC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccccc1)S(C)(=O)=O)c1ccc(NS(C)(=O)=O)c(F)c1,63,10260
CC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1CCC(C)(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,0.6,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1/C=C/C(C)(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1/C=C/C1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC1CCC(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CCC1CCC(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1CCC(C(C)(C)C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1[C@H]1CC[C@H](C(C)(C)C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1CCC(C)(C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC1CC=C(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC1C=C(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CCC1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=C[C@H](C)CCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.1,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CCC1CC=C(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.1,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=CCC(C(C)(C)C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=CCC(C)(C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,Cc1ccc(CCc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)cc1,0.6,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C#Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.8,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccs1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,Cc1cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)ccc1F,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(C(C)(C)C)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccc(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(Cl)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CCCN(CCC)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N1CCC(C(F)(F)F)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C)CCOc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.8,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cl)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC1CCC(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.4,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CCC1CCC(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.3,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1CCC(C(C)(C)C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1[C@H]1CC[C@H](C(C)(C)C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1CCC(C)(C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC1CC=C(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.3,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC1C=C(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CCC1,0.2,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=C[C@H](C)CCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.1,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CCC1CC=C(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.1,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=CCC(C(C)(C)C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=CCC(C)(C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccs1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,Cc1cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)ccc1F,0.4,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CCCN(CCC)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
COC(=O)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,48.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N1CCC(C(F)(F)F)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
CC1CCN(CCCSc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,2.9,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCCN1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,3,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCCN1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,3.3,Cc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,387,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCCN1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,3.3,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCCN(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,27.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cl)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCCN(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,27.4,CC1C=C(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CCC1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCCN(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,27.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=C[C@H](C)CCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.1,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCCN(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,27.4,CCC1CC=C(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.1,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCCN(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,27.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=CCC(C(C)(C)C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCCN(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,27.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=CCC(C)(C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCCN(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,27.4,CCCN(CCC)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCOc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,2.3,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,10260
CC(C)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,Cc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,387,10260
CC(C)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,10260
CC(C)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CCCCCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,2.5,Cc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,387,10260
CCCCCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,2.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CCCCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,10260
CCCCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,Cc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,387,10260
CCCCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,10260
CCCCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cl)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cl)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,Cc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,387,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cl)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,CCCc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,22.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cl)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cl)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc2cc[nH]c2c1)c1ccc(NS(C)(=O)=O)c(F)c1,20.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cl)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-n1ccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,36.1,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cl)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccccc1F)c1ccc(NS(C)(=O)=O)c(F)c1,63.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CCCCCCc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,1.6,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC(C)CCCc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.9,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC(C(=O)NCc1ccc(C(F)(F)F)nc1CCC(C)(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,0.6,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CCC/C=C/c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.9,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC(C(=O)NCc1ccc(C(F)(F)F)nc1/C=C/C(C)(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC(C(=O)NCc1ccc(C(F)(F)F)nc1/C=C/C1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC1CCC(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CCC1CCC(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1CCC(C)(C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1CCC(F)(F)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,1.5,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1CC2CCC1C2)c1ccc(NS(C)(=O)=O)c(F)c1,1.5,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC(C(=O)NCc1ccc(C(F)(F)F)nc1C1=CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Br)c1ccc(NS(C)(=O)=O)c(F)c1,169,CC1CC=C(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.3,10260
